ECCCUniqueID,DataEnteredBy,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Observer,Observer_contact,Lat,Long,SpeciesAlphaCode,CommonName,LatinName,GroupAs,Species_HPAIstatus,Individual_HPAIVstatus,YN,AgeClass,BreedingStatus,LandWaterColony,IFcolony_complete_partial_survey,IFcolony_boat_land_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,n_SwabCollected,n_CarcassesCollectedAtSite,n_CarcassesSentForTesting,WhereCarcassWasSent,WhoCollected,n_Photos,PhotoVideo,GoogleDriveLinkForPhotoVideo,Comments,Site_Geocoding,lat_geocoded,lon_geocoded,latlon_simple,lat_simple,lon_simple,id,
MT-712,Tania Barychka,"Point La Haye, NL",NL,Newfoundland,2022,7,19,2022-07-19,Point L Haye Summary - Sabina W.; conducted by CWS,,46.89214,-53.5977,GRSH,Great Shearwater,Ardenna gravis,seabirds,presume_positive,,,,,Land,,,,4,4,,,,,,,,,,,,,,,,,
MT-713,Tania Barychka,"Point La Haye, NL",NL,Newfoundland,2022,7,19,2022-07-19,Point L Haye Summary - Sabina W.; conducted by CWS,,46.89214,-53.5977,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Land,,,,4,4,,,,,,,,,,,,,,,,,
MT-715,Tania Barychka,"Gros Morne National Park, Division #9, Subdivision A, NL, CA",NL,Newfoundland,2022,7,19,2022-07-19,iNaturalist,katroma,49.6830491,-57.964661,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,128424569,
MT-718,Matthew English,Castle Hill National Historic Site of Canada,NL,Newfoundland,2022,7,19,2022-07-19,Newfoundland East Field Unit,2022-HWC-0648-ENFU-0005,47.250654,-53.971877,AMCR,American Crow,Corvus brachyrhynchos,landbirds,presume_positive,,,,,Land,,,,,1,,,,,,,,,,,,,,,,,
MT-726,Tania Barychka,North of Great Island,NL,Newfoundland,2022,7,19,2022-07-19,Jeannine Winkel,,47.195465,-52.812392,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,adult,breeding,Water,,,0,1,1,,0,,,,0,,,,,,,,,,,
MT-3935,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,19,2022-07-19,Jerry Cahill via PP and C Ward,Chris Ward (ECCC),46.89214,-53.5977,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,40,40,,,,,,,,,,,,,,,,,
MT-3936,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,19,2022-07-19,Jerry Cahill via PP and C Ward,Chris Ward (ECCC),46.89214,-53.5977,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,2,,2,,,,,,,,,a couple,,,,,,,,
MT-3937,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,19,2022-07-19,Jerry Cahill via PP and C Ward,Chris Ward (ECCC),46.89214,-53.5977,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3938,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,108,108,,,,,,,,,,,,,,,,,
MT-3939,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,5,5,,2,2,,,,,,,,,,,,,,
MT-3940,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,DOVE,Dovekie,Alle alle,seabirds,presume_positive,,,,,Land,,,,3,3,,1,1,,,,,,,,,,,,,,
MT-3941,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,adult,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3942,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,GBBG,Great Black-backed Gull,Larus marinus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,very old carcass,,,,,,,,
MT-3943,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,UNSH,Unknown Shearwater,Unknown Shearwater,seabirds,presume_negative,,,,,Land,,,,5,5,,1,1,,,,,,,,,,,,,,
MT-3944,Tania Barychka,St Vincent beach,NL,Newfoundland,2022,7,19,2022-07-19,Sabina W. via C Ward,Chris Ward (ECCC),46.78933,-53.6371,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Land,,,,6,6,,1,1,,,,,,,,,,,,,,
MT-734,Matthew English,Witless Bay,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,47.278878,-52.830932,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,0,0,0,,,,,,,,,,,,,,
MT-735,Matthew English,Witless Bay,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,47.278878,-52.830932,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,10,10,0,0,0,,,,,,2 separate reports for dead Common Murrs in Witless Bay near Gull island. Duncan Costello (691-2965) and Laura (682-7190). Reports of approximately 10 in the area,,,,,,,,
MT-736,Matthew English,Shoal Cove (St. Lawrence),NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,46.882758,-55.40073,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,50,50,0,0,0,,,,,,,,,,,,,,
MT-737,Matthew English,St. Bride's,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,46.92027,-54.174969,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,50,50,0,0,0,,,,,,,,,,,,,,
MT-739,Matthew English,Trepassey,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,46.726162,-53.368065,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,5,5,,,,,,,,,,,,,,,,,
MT-743,Matthew English,Point Lance,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,,-54.08,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,100s,100s,100s,0,,,,,,,,Peter Corcoran reports 100's of dead/alive murrs and gannets in point lance,,,,"0, -54.08",0,-54.08,,
MT-744,Matthew English,Point Lance,NL,Newfoundland,2022,7,20,2022-07-20,Public,Matthew.English@ec.gc.ca,46.809459,-54.08,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,100,100,100,0,,,,,,,,Peter Corcoran reports 100's of dead/alive murrs and gannets in point lance,,,,"46.81, -54.08",46.81,-54.08,,
MT-745,Tania Barychka,"Lower Pond, Witless Bay, NL",NL,Newfoundland,2022,7,20,2022-07-20,Irene Taylor 334-3737 via PP,,47.28424,-52.8138,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-746,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,20,2022-07-20,Robert Boen 693-1861 via PP,,46.89214,-53.5977,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,18,18,,,,,,,,,,,,,,,,,
MT-747,Tania Barychka,"Green Island Brook, NL",NL,Newfoundland,2022,7,20,2022-07-20,Elizabeth Smith 454-7286 via PP,,51.4,-56.5333,UNGU,Unknown Gull,Unknown Gull,seabirds,presume_positive,,,,,Land,,,,8,8,,,,,,,,,,,,,,,,,
MT-3454,TaniaBarychka,"North Beach, Witless Bay",NL,Newfoundland,2022,7,20,2022-07-20,Babbs Taylor,Bill_Montevecchi_Lab,47.28286,-52.83255,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,,,,0,1,1,,,,,,,,,Freshly dead,,,,,,,TB083,
MT-5056,Tania Barychka,Avalon Peninsula-St. John's,NL,Newfoundland,2022,7,20,2022-07-20,ebird Apri -Sept 2022,S115421160,47.52722,-52.784,MALL,Mallard,Anas platyrhynchos,waterfowl,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Also 1 unmoving one in the reeds that appeared deceased.,,,,,,,S115421160,
MT-748,Tania Barychka,"Back Beach, Lumsden",NL,Newfoundland,2022,7,21,2022-07-21,Gene Stokes 536-7171 via PP,,49.31345,-53.6237,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-749,Tania Barychka,"Trepassey, NL",NL,Newfoundland,2022,7,21,2022-07-21,Tina Power 771-0333 via PP,,46.73612,-53.3603,DOVE,Dovekie,Alle alle,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1126,Tania Barychka,"Trepassey, NL",NL,Newfoundland,2022,7,21,2022-07-21,Tina Power 771-0333 via PP,,46.73612,-53.3603,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1141,Tania Barychka,"Shoal Bay Beach, NL",NL,Newfoundland,2022,7,21,2022-07-21,Thomas Doody 521-2290 via PP,,46.99642,-53.6164,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,52,52,,,,,,,,,,,,,,,,,
MT-1142,Tania Barychka,"Shoal Bay Beach, NL",NL,Newfoundland,2022,7,21,2022-07-21,Thomas Doody 521-2290 via PP,,46.99642,-53.6164,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,3,,3,,,,,,,,,,,,,,,,,
MT-1143,Tania Barychka,"Shoal Bay Beach, NL",NL,Newfoundland,2022,7,21,2022-07-21,Thomas Doody 521-2290 via PP,,46.99642,-53.6164,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,5,5,,,,,,,,,,,,,,,,,
MT-1144,Tania Barychka,"Shoal Bay Beach, NL",NL,Newfoundland,2022,7,21,2022-07-21,Thomas Doody 521-2290 via PP,,46.99642,-53.6164,GRSH,Great Shearwater,Ardenna gravis,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1145,Tania Barychka,"Kipens, NL",NL,Newfoundland,2022,7,21,2022-07-21,Jamie Canning 649-7877 via PP,,48.5489,-58.6236,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,4,4,,,,,,,,,,,,,,,,,
MT-1146,Tania Barychka,"Lower Pond, Witless Bay",NL,Newfoundland,2022,7,21,2022-07-21,Jeannine Winkel,,47.281591,-52.812376,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,adult,breeding,Land,,,0,2,2,,0,,,,0,,,,,,,,,,,
MT-1147,Tania Barychka,"Lower Pond Beach, Witless Bay",NL,Newfoundland,2022,7,21,2022-07-21,Jeannine Winkel,,47.281469,-52.81023,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,adult,,Land,,,0,1,1,,0,,,,0,,,,,,,,,,,
MT-3458,TaniaBarychka,"Shag Rock, Long Harbour",NL,Newfoundland,2022,7,21,2022-07-21,Roy Murphy,Bill_Montevecchi_Lab,47.39145,-53.96832,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,,,,0,1,1,,,,,,,,,"Facebook dm, TBMU/COMU",,,,,,,TB087,
MT-1148,Matthew English,Portugal Cove South (Mistaken Point),NL,Newfoundland,2022,7,22,2022-07-22,Tina Leonard,,46.71317,-53.27,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,12,12,,,,,,,,,Mistaken Point Ecological Reserve,,,,"46.71, -53.27",46.71,-53.27,,
MT-1149,Matthew English,Drook Beach (Mistaken Point),NL,Newfoundland,2022,7,22,2022-07-22,Tina Leonard,,46.67104,-53.24,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Mistaken Point Ecological Reserve,,,,"46.67, -53.24",46.67,-53.24,,
MT-1150,Matthew English,Long Beach (Mistaken Point),NL,Newfoundland,2022,7,22,2022-07-22,Tina Leonard,,47.94794,-53.0544,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Mistaken Point Ecological Reserve,,,,,,,,
MT-1151,Matthew English,St. Joseph's,NL,Newfoundland,2022,7,22,2022-07-22,Public,Matthew.English@ec.gc.ca,47.11862,-53.5097,UNLO,Unknown Loon,Unknown Loon,loons,presume_negative,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-1152,Tania Barychka,"Point La Haye, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Stan Tobin via Robert Ronconi, ECCC",,46.89214,-53.5977,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,150,150,,,,,,,,,"From all those counts together (2022-07-22 by Stan Tobin): <20 NOGA, mostly murres, a few RAZO, no shearwaters, 1BLKI3",,,,,,,,
MT-1153,Tania Barychka,"Saint Vincent's, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Stan Tobin via Robert Ronconi, ECCC",,46.76471,-53.5924,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,130,130,,,,,,,,,"From all those counts together (2022-07-22 by Stan Tobin): <20 NOGA, mostly murres, a few RAZO, no shearwaters, 1BLKI",,,,,,,,
MT-1154,Tania Barychka,"Peter's River, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Stan Tobin via Robert Ronconi, ECCC",,46.76825,-53.5955,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,20,20,,,,,,,,,"From all those counts together (2022-07-22 by Stan Tobin): <20 NOGA, mostly murres, a few RAZO, no shearwaters, 1BLKI",,,,,,,,
MT-1155,Tania Barychka,"Portugal Cove South, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Stan Tobin via Robert Ronconi, ECCC",,46.71414,-53.2547,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,100,100,,,,,,,,,"From all those counts together (2022-07-22 by Stan Tobin): <20 NOGA, mostly murres, a few RAZO, no shearwaters, 1BLKI. >100 birds (did not walk beach but did scan by binoculars from point point)",,,,,,,,
MT-1156,Tania Barychka,"Saint Vincent's, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Stan Tobin via Robert Ronconi, ECCC",,46.76471,-53.5924,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Ref above entries from Southern Avalon 2022-07-22.,,,,,,,,
MT-1157,Tania Barychka,"176 Harbour Road, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,mgdunn via Paddy's Pond,,47.28056,-52.8141,UNGU,Unknown Gull,Unknown Gull,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1158,Tania Barychka,"176 Harbour Road, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,mgdunn via Paddy's Pond,,47.28056,-52.8141,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1159,Tania Barychka,"Saint Bride's, NL",NL,Newfoundland,2022,7,22,2022-07-22,"Vicky Dohey, 337-2375",,46.91995,-54.1723,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,10,10,,,,,,,,,,,,,,,,,
MT-1160,Tania Barychka,"St Shott's Beach, NL",NL,Newfoundland,2022,7,22,2022-07-22,Monica Lee 5147303698,,46.63286,-53.5873,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1161,Tania Barychka,"Trepassey Beach, NL",NL,Newfoundland,2022,7,22,2022-07-22,Lucas Ward 438-1012 via Paddy's Pond,,46.73612,-53.3603,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,3,3,,,,,,,,,,,,,,,,,
MT-1162,Tania Barychka,"Trepassey Beach, NL",NL,Newfoundland,2022,7,22,2022-07-22,Lucas Ward 438-1012 via Paddy's Pond,,46.73612,-53.3603,BLGU,Black Guillemot,Cepphus grylle,seabirds,presume_negative,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1163,Tania Barychka,"Cape Race, NL",NL,Newfoundland,2022,7,22,2022-07-22,Lucas Ward 438-1012 via Paddy's Pond,,46.66667,-53.0667,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,3,3,,,,,,,,,,,,,,,,,
MT-1164,Tania Barychka,"Ragged Beach, Witless Bay, NL",NL,Newfoundland,2022,7,22,2022-07-22,Jane Gatherall 330-8830 via Paddy's Pond,,47.24995,-52.8019,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-1165,Tania Barychka,"St Joseph's, NL",NL,Newfoundland,2022,7,22,2022-07-22,Edna White 277-1666 via Paddy's Pond,,47.11862,-53.5097,UNLO,Unknown Loon,Unknown Loon,loons,presume_negative,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-1166,Tania Barychka,"Lower Pond, Witless Bay, NL",NL,Newfoundland,2022,7,22,2022-07-22,Riley Hann 690-8845 via PP,,47.28424,-52.8138,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1167,Tania Barychka,"Harricott Bay, NL",NL,Newfoundland,2022,7,22,2022-07-22,Maxine Gregory 521-2890 via PP,,47.17448,-53.5357,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,20,20,,,,,,,,,Approx,,,,,,,,
MT-1168,Tania Barychka,"Trepassey, NL",NL,Newfoundland,2022,7,22,2022-07-22,Edward Molloy 438-5061 via PP,,46.73612,-53.3603,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,20,20,,,,,,,,,"Mix of NOGA, RAZO and murres",,,,,,,,
MT-1169,Tania Barychka,"Mitchells Brook, NL",NL,Newfoundland,2022,7,22,2022-07-22,Ryan Murphy 5172468332,,47.1352,-53.5147,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1170,Tania Barychka,"Saint Bride's, NL",NL,Newfoundland,2022,7,22,2022-07-22,Madonna Conway 337-2364 via PP,,46.91995,-54.1723,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,20,20,,,,,,,,,"Possibly, same murres as reported by Vicky Dohey",,,,,,,,
MT-1171,Tania Barychka,"Saint Bride's, NL",NL,Newfoundland,2022,7,22,2022-07-22,Madonna Conway 337-2364 via PP,,46.91995,-54.1723,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-1172,Tania Barychka,"Saint Bride's, NL",NL,Newfoundland,2022,7,22,2022-07-22,Madonna Conway 337-2364 via PP,,46.91995,-54.1723,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,1,,1,,,,,,,,,,,,,,,,,
MT-1173,Tania Barychka,"Gooseberry Cove, NL",NL,Newfoundland,2022,7,22,2022-07-22,William McGrath 337-2390 via PP,,48.03467,-53.6404,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,12,12,,,,,,,,,,,,,,,,,
MT-1174,Tania Barychka,"Gooseberry Cove, NL",NL,Newfoundland,2022,7,22,2022-07-22,William McGrath 337-2390 via PP,,48.03467,-53.6404,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-1175,Tania Barychka,"Lower Pond, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,Bruce Mactavish,,47.281591,-52.812376,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,0,2,2,,0,,,,0,,,,,,,,,,,
MT-1176,Tania Barychka,"Lower Pond Beach, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,Bruce Mactavish,,47.281469,-52.812376,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,0,1,1,,0,,,,0,,,,,,,,,,,
MT-1177,Tania Barychka,"Lower Pond Beach, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,Bruce Mactavish,,47.281469,-52.812376,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,1,1,,0,,,,0,,,,,,,,,,,
MT-1178,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,7,22,2022-07-22,Bruce Mactavish,,47.245704,-52.836421,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Water,,,3,3,6,,0,,,,0,,,,,,,,,,,
MT-1179,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,7,22,2022-07-22,Bruce Mactavish,,47.245704,-52.836421,GBBG,Great Black-backed Gull,Larus marinus,seabirds,presume_positive,,,,,Water,,,0,1,1,,0,,,,0,,,,,,,,,,,
MT-1181,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,7,22,2022-07-22,Julie Beth White,,47.247007,-52.839185,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,adult,breeding,Land,,,0,3,3,,0,,,,3,photos,,Could be the same birds Bruce reported earlier; PhotFileName: Dead murre Julie White 1-3,,,,,,,,
MT-3459,TaniaBarychka,"Ship Island, St. Michaels",NL,Newfoundland,2022,7,22,2022-07-22,Glenda Melvin,Bill_Montevecchi_Lab,47.19743,-52.83512,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,,,,Many,0,Many,,,,,,,,,"Dying, Facebook dm, number of birds not specified, TBMU/COMU",,,,,,,TB088,
MT-3460,TaniaBarychka,"Ship Island, St. Michaels",NL,Newfoundland,2022,7,22,2022-07-22,Glenda Melvin,Bill_Montevecchi_Lab,47.19743,-52.83512,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,,,,1,0,1,,,,,,,,,"Dying, Facebook dm",,,,,,,TB089,
MT-3461,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,7,22,2022-07-22,Tim Baerwaird,Bill_Montevecchi_Lab,46.71414,-53.25473,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,,,,0,35,35,,,,,,,,,50% fresh,,,,,,,TB090,
MT-3462,TaniaBarychka,St. Vincents,NL,Newfoundland,2022,7,22,2022-07-22,Tim Baerwaird,Bill_Montevecchi_Lab,46.80076,-53.63737,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,,,,0,12,12,,,,,,,,,2 fledglings included,,,,,,,TB091,
MT-3463,TaniaBarychka,Holyrood Beach,NL,Newfoundland,2022,7,22,2022-07-22,Bill Montevecchi,Bill_Montevecchi_Lab,47.38598,-53.13161,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,,,,0,0,0,,,,,,,,,,,,,,,,TB092,
MT-3464,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,Adult,,,,,,,18,,,,,,,,,,,,,,,,TB093,
MT-3465,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,151 adults 6 fledglings,,,,,,,157,,,,,,,,,,,,,,,,TB094,
MT-3466,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,Adult,,,,,,,4,,,,,,,,,,,,,,,,TB095,
MT-3467,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,GRSH,Great Shearwater,Ardenna gravis,seabirds,presume_positive,,,,,,,,,,1,,,,,,,,,,,,,,,,TB096,
MT-3468,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,NOFU,Northern Fulmar,Fulmarus glacialis,seabirds,presume_positive,,,,,,,,,,0,,,,,,,,,,,,,,,,TB097,
MT-3469,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,DOVE,Dovekie,Alle alle,seabirds,presume_positive,,,,,,,,,,0,,,,,,,,,,,,,,,,TB098,
MT-3470,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,HERG,Herring Gull,Larus argentatus,seabirds,presume_positive,,,,,,,,,,0,,,,,,,,,,,,,,,,TB099,
MT-3471,TaniaBarychka,Point Lance Beach,NL,Newfoundland,2022,7,22,2022-07-22,Montevecchi lab,Bill_Montevecchi_Lab,46.81375,-54.08388,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,Adult,,,,,,,1,,,,,,,,,,,,,,,,TB100,
MT-3472,TaniaBarychka,Trinity Bay,NL,Newfoundland,2022,7,22,2022-07-22,,Bill_Montevecchi_Lab,48.36753,-53.35593,BAEA,Bald Eagle,Haliaeetus leucocephalus,raptors,presume_positive,,,,,,,,0,1,1,,,,,,,,,Facebook,,,,,,,TB101,
MT-3945,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,22,2022-07-22,Local resident via Sabina W and C Ward,Chris Ward (ECCC),46.89214,-53.5977,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,90,90,,,,,,,,,80-90 dead,,,,,,,,
MT-3946,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,22,2022-07-22,Local resident via Sabina W and C Ward,Chris Ward (ECCC),46.89214,-53.5977,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,15,,15,,,,,,,,,10-15 live,,,,,,,,
MT-3947,Tania Barychka,Point La Haye,NL,Newfoundland,2022,7,22,2022-07-22,Local resident via Sabina W and C Ward,Chris Ward (ECCC),46.89214,-53.5977,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,Land,,,5,,5,,,,,,,,,4-5 live,,,,,,,,
CT-2,Chris Ward,"Great Island, Witless Bay",NL,Newfoundland,2022,7,22,2022-07-22,Chris Ward,ECCC,47.187289,-52.81351,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Colony,Complete Survey,Boat,3,1,4,0,0,0,,,,,,Full cliff nesting bird survey,,,,,,,,
