UniqueID,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Month_alpha,Observer,Observer_anon,Observer_contact,Observer_contact_anon,Lat,Long,Source,Source_anon,SpeciesAlphaCode,Source_type,CommonName,LatinName,GroupAs,SpeciesGroup,Species_HPAIstatus,Individual_HPAIVstatus,AgeClass,BreedingStatus,LandWater,Colony_Y_N,IFcolony_complete_partial_survey,IFcolony_boat_foot_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,Comments,id,concatenated_ids_eccc,concatenated_ids_trevor,concatenated_ids_cwhc,concatenated_ids_cfia,Species_HPAIstatus_DateApplicable,Region,Complete_Mortality_Dataset,HPAI_Mortality_Dataset_Baseline,Double_Count_Analysis_Dataset,Scenario_A_0day_1km,Scenario_B_1day_1km,Scenario_C_5day_1km,Scenario_D_0day_5km,Scenario_E_5day_5km,Scenario_F_1day_5km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT-6200,"Bonaventure Island, Site 2 - DESCENTE RUISSEAU",QC,QC,2022,6,18,2022-06-18,June,,a358fc5036131f45e5f98bf8d2a262d8,,9f4cf7ebc1926a79cd51cfd014581821,48.494403,-64.144958,,3938dcc2017b4bd7348ac9247ca1f1aa,NOGA,Academic,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,Adult,,Land,Y,Partial,Foot,,32,32,"(excluded from baseline b/c overlap with aerial survey of colony on July 14) Observations of dead birds were made in systematically surveyed research plots. This plot, called Bonaventure Island, Site 2 - DESCENTE RUISSEAU has 937 nests, so there were 3.41515475 mortalities per 100 nests. These research plots are part of Magella Guillemette's program at Université du Québec à Rimouski",,,,,,2022-04-01 to 2022-09-30,GOSL,retain,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT-6223,"Bonaventure Island, Site 3 - MOUSSES-BELVEDERE",QC,QC,2022,6,18,2022-06-18,June,,a358fc5036131f45e5f98bf8d2a262d8,,9f4cf7ebc1926a79cd51cfd014581821,48.494419,-64.145139,,3938dcc2017b4bd7348ac9247ca1f1aa,NOGA,Academic,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,Adult,,Land,Y,Partial,Foot,,5,5,"(excluded from baseline b/c overlap with aerial survey of colony on July 14) Observations of dead birds were made in systematically surveyed research plots. This plot, called Bonaventure Island, Site 3 - MOUSSES-BELVEDERE has 1280 nests, so there were 0.390625 mortalities per 100 nests. These research plots are part of Magella Guillemette's program at Université du Québec à Rimouski",,,,,,2022-04-01 to 2022-09-30,GOSL,retain,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1884,North Rustico Beach,PE,PE,2022,6,27,2022-06-27,June,,5bc4c3f981faf777c617a80dfdea2fff,,497c60c1ce233231a915e10622935a3a,46.463358,-63.298985,,34ac4808eb528fe570864264379c2283,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,,2,,2022-HWC-0941-PEIFU-0079,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1885,Cavendish Sandspit,PE,PE,2022,6,27,2022-06-27,June,,5bc4c3f981faf777c617a80dfdea2fff,,497c60c1ce233231a915e10622935a3a,46.504213,-63.442309,,34ac4808eb528fe570864264379c2283,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,,1,,2022-HWC-0941-PEIFU-0080,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2909,"Louisbourg, Cape Breton, Nova Scotia",NS,NS,2022,6,27,2022-06-27,June,,e88c0ccae505b0805a23d572d59e68bf,,,45.92348,-59.964292,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,"Shubie Report: Caller reported several dead gannets on Wild Cove, between Louisbourg and Main A Dieu. Passed to District DNR and the on duty tech for follow up. No birds found. Carcass Temporarily Retained (Office) NA NA",1043571 - 1 - 230493,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2940,Point Michaud,NS,NS,2022,6,27,2022-06-27,June,,1508383e29ac8e870ac7717678058532,,,45.585873,-60.687442,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,3,"Four dead Gannets on beach, picked up three Gannets and one Gull, buried Carcass Naturally Recycled Buried NA",1043757 - 1 - 230685,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2947,Rockdale Beach,NS,NS,2022,6,27,2022-06-27,June,,1508383e29ac8e870ac7717678058532,,,45.612265,-60.802799,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,"Dead duck and Gannet on beach, walked length of beach, nothing found, assumed tide took it away No Disposition - Carcass Taken Before Arrival Tide must have taken it away NA",1043798 - 1 - 230730,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-569,Grande Échouerie,QC,QC,2022,6,27,2022-06-27,June,,acddc1ced50186d6649d063376819769,,aa9cd963ac8b277a2baec1041fb63504,47.604,-61.44,,acddc1ced50186d6649d063376819769,NOGA,Municipal,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,298,298,"Beach length = 14km; Data sent on July 5 by Thibaud Durbecq, Directeur de l’hygiène du milieu, muniles, tdurbecq@muniles.ca, 418 986-3100, poste 161",,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-7070,Escuminac,NB,NB,2022,6,27,2022-06-27,June,,b37e86f3e0ed34ad5b3202c27e26eab2,,3a2db084191c3a88f3bea4a9619269be,47.03229,-64.82444,,a370be8074d2313a98d84063b28caee2,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,0,19,19,19 dead NOGA and 1 dead Fem Eider,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,exclude,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-980,South Kouch dune,NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.783256,-64.87,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,exclude,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-981,South Kouch Dune,NB,NB,2022,6,27,2022-06-27,June,,1a1dac93ef516d58b297a1a6e6b685bc,,,46.77279,-64.86,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-982,South Kouch Dune,NB,NB,2022,6,27,2022-06-27,June,,1a1dac93ef516d58b297a1a6e6b685bc,,,46.7703,-64.86,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-983,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.814236,-64.9,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-984,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.811702,-64.9,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-985,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.809497,-64.89,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-986,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.805876,-64.89,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-987,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.805876,-64.89,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-988,"Kelly's beach, Kouch South Dune",NB,NB,2022,6,27,2022-06-27,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.844455,-64.91,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,exclude,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1754,"ÃŽle LamÃ¨que, Shippagan, NB, CA",NB,NB,2022,6,28,2022-06-28,June,,54939b2ee0d43a00df189733133ae177,,,47.723055,-64.6567833,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,123911065,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1755,"ÃŽle LamÃ¨que, Shippagan, NB, CA",NB,NB,2022,6,28,2022-06-28,June,,54939b2ee0d43a00df189733133ae177,,,47.7233117,-64.6560967,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,123911265,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1756,"ÃŽle LamÃ¨que, Shippagan, NB, CA",NB,NB,2022,6,28,2022-06-28,June,,54939b2ee0d43a00df189733133ae177,,,47.723355,-64.6559667,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,123911294,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1757,"North Atlantic Ocean, Shippagan, NB, CA",NB,NB,2022,6,28,2022-06-28,June,,54939b2ee0d43a00df189733133ae177,,,47.72498,-64.6500333,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,123911356,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1758,"North Atlantic Ocean, Shippagan, NB, CA",NB,NB,2022,6,28,2022-06-28,June,,54939b2ee0d43a00df189733133ae177,,,47.7249417,-64.6501533,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,123911407,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1886,North Rustico Beach,PE,PE,2022,6,28,2022-06-28,June,,5bc4c3f981faf777c617a80dfdea2fff,,497c60c1ce233231a915e10622935a3a,46.462273,-63.298347,,34ac4808eb528fe570864264379c2283,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,,1,,2022-HWC-0941-PEIFU-0081,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,exclude,exclude,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2913,Queensland Beach Provincial Park,NS,NS,2022,6,28,2022-06-28,June,,8df567214e30916206e8835a0010b433,,,44.636252,-64.030128,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,"Dead bird, described as gannet found at end of Beach. Crews did not find bird the following morning but the bird could wash up again. Carcass Naturally Recycled NA NA",1043624 - 1 - 230547,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2929,635 Cheticamp Island Road,NS,NS,2022,6,28,2022-06-28,June,,406c1f6734f7d70c4de2a0ce267d4177,,,46.60514,-61.037463,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,Occurence 42266 Gannet at entrance to the cottages - just sitting won't fly Carcass Naturally Recycled NA NA,1043676 - 1 - 230599,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2982,"635 Cheticamp Island Rd, Inverness, Nova Scotia, B0E 1H0",NS,NS,2022,6,28,2022-06-28,June,,406c1f6734f7d70c4de2a0ce267d4177,,,46.607812,-61.047396,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,occurence 42266 Carcass Naturally Recycled NA NA,1044005 - 1 - 230943,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-572,"plages du chemin des Pealey, de Bassin Ouest, Bassin Est et 3 km à Dune du Sud",QC,QC,2022,6,28,2022-06-28,June,,acddc1ced50186d6649d063376819769,,aa9cd963ac8b277a2baec1041fb63504,47.544,-61.54,,acddc1ced50186d6649d063376819769,NOGA,Municipal,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,137,137,"Beach length = 3km; Data sent on July 5 by Thibaud Durbecq, Directeur de l’hygiène du milieu, muniles, tdurbecq@muniles.ca, 418 986-3100, poste 161",,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-7110,Pointe Sapin,NB,NB,2022,6,28,2022-06-28,June,,b37e86f3e0ed34ad5b3202c27e26eab2,,3a2db084191c3a88f3bea4a9619269be,46.97597,-64.81362,,a370be8074d2313a98d84063b28caee2,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,0,3,3,3 dead Gannets and 1 dead seal.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-989,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.793273,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-990,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.793462,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-991,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.794745,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-992,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.794776,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-993,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.794768,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-994,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.794769,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-995,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.79639,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-996,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.79903,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-997,Kouch South Dune,NB,NB,2022,6,28,2022-06-28,June,,22cd8632b9fc16cc4d74b480f64a00d4,,,46.791609,-64.88,,e3fb2de320c1360d3730b558a56c0493,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1759,"Swinging Point , NB, Canada",NB,NB,2022,6,29,2022-06-29,June,,d1260757670b3abcc14309d534d30496,,,47.2761327,-64.9695909,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,124016581,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1760,"Miramichi Bay, Alnwick, NB, CA",NB,NB,2022,6,29,2022-06-29,June,,54939b2ee0d43a00df189733133ae177,,,47.2695417,-64.9756917,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,124034564,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1761,"Miramichi Bay, Alnwick, NB, CA",NB,NB,2022,6,29,2022-06-29,June,,54939b2ee0d43a00df189733133ae177,,,47.2698117,-64.9756,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,124034634,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1762,"North Atlantic Ocean, Alnwick, NB, CA",NB,NB,2022,6,29,2022-06-29,June,,54939b2ee0d43a00df189733133ae177,,,47.2729383,-64.9730217,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,124034686,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1763,"North Atlantic Ocean, Alnwick, NB, CA",NB,NB,2022,6,29,2022-06-29,June,,54939b2ee0d43a00df189733133ae177,,,47.272995,-64.9730133,,28d0ea2234811a2807d3f4d325b0d84e,NOGA,NGO,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,1,1,,124034735,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1887,Cavendish Main Beach,PE,PE,2022,6,29,2022-06-29,June,,5bc4c3f981faf777c617a80dfdea2fff,,497c60c1ce233231a915e10622935a3a,46.498982,-63.391752,,34ac4808eb528fe570864264379c2283,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,,1,,2022-HWC-0941-PEIFU-0082,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-1888,Ross Lane Beach,PE,PE,2022,6,29,2022-06-29,June,,5bc4c3f981faf777c617a80dfdea2fff,,497c60c1ce233231a915e10622935a3a,46.424783,-63.120954,,34ac4808eb528fe570864264379c2283,NOGA,Parks Canada,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,Land,,,,,,1,,2022-HWC-0941-PEIFU-0083,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2933,Martinique Beach Provincial Park,NS,NS,2022,6,29,2022-06-29,June,,4f98dfb8b672680695d7148540eb4ce1,,,44.688248,-63.123054,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,"Adult, After Hatch Year",,,,,,,,1,"Parks staff reported 3 dead birds on the beach this afternoon. Site visit and collected 1 immature cormorant, remains of what looks like a Sooty Shearwater, and an adult Northern Gannet. All birds had been scavenged and somewhat decomposed. Not suitable for testing. Incinerate or bury as per AI direction. Carcass Incinerated NA NA",1043720 - 1 - 230643,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2944,Point Michaud Beach,NS,NS,2022,6,29,2022-06-29,June,,1508383e29ac8e870ac7717678058532,,,45.591973,-60.678883,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,2,"Two dead gannets on beach, picked up, buried Carcass Naturally Recycled Buried NA",1043761 - 1 - 230691,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2950,Point Michaud,NS,NS,2022,6,29,2022-06-29,June,,1508383e29ac8e870ac7717678058532,,,45.593333,-60.667403,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,1,"Dead Gannet on shore, picked up, buried Carcass Naturally Recycled Buried NA",1043803 - 1 - 230736,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-2983,570 red River Road Pleasant Bay,NS,NS,2022,6,29,2022-06-29,June,,406c1f6734f7d70c4de2a0ce267d4177,,,46.840324,-60.780882,,c3d28517c3c85900b9fe46320e8b0942,NOGA,Provincial,Northern Gannet,Morus bassanus,seabirds,NOGA,presume positive,,,,,,,,,,6,occurence 42298 6 gannets picked up from beach Carcass Naturally Recycled NA NA,1044006 - 1 - 230944,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
